Size_m2,Bedrooms,Bathrooms,Distance_km,Age_years,HasGarage,NearbySchools,Floor,Price_USD
129.53,5,4,5.16,18.8,0,2,9,270435.45
325.1,4,3,7.7,41.3,1,2,2,416947.54
144.83,4,3,14.17,87.0,1,1,13,261653.21
198.43,5,4,37.24,1.9,0,1,7,304037.83
34.3,1,1,32.03,34.7,1,6,12,105984.46
56.81,4,4,17.43,77.0,1,1,14,161958.38
175.22,3,3,19.82,22.3,1,1,4,249759.32
207.58,6,4,10.77,36.3,0,3,3,340068.52
252.01,6,4,28.23,58.3,0,0,12,334332.52
137.92,4,4,32.15,50.6,1,1,4,229178.02
287.14,1,1,9.71,12.7,0,1,4,283485.65
348.25,7,4,1.86,112.6,1,4,3,519792.26
318.54,1,1,25.03,5.3,1,1,9,390413.06
44.66,2,2,22.59,90.0,0,1,8,98658.25
207.79,3,3,16.2,8.6,0,3,14,296450.73
68.82,1,1,25.83,56.1,1,0,12,114869.32
119.56,5,4,22.11,21.0,1,5,10,243286.12
395.07,3,3,10.17,16.9,1,1,14,490350.2
82.72,6,4,16.03,15.1,0,4,12,179564.98
214.59,3,3,17.24,54.3,0,2,12,282508.53
258.72,5,4,35.23,61.9,0,3,2,365538.2
289.91,4,4,38.44,16.0,0,3,3,387754.0
237.07,5,4,35.74,117.5,0,3,13,327102.48
33.62,5,4,28.82,30.9,0,1,10,112499.9
150.79,4,3,23.48,55.1,1,1,7,233160.28
221.55,4,4,27.63,26.0,1,1,5,358804.29
62.51,4,3,37.58,59.3,1,2,1,170922.82
159.73,4,3,10.15,90.7,1,3,1,276799.24
42.29,4,3,21.5,62.5,0,1,12,109786.08
59.07,5,4,27.65,34.3,0,1,8,140451.84
176.86,2,2,27.23,29.8,1,3,6,221301.96
79.1,2,1,10.24,91.1,0,3,4,81035.46
239.99,1,1,23.55,14.2,1,3,3,291677.26
285.1,2,2,31.88,44.4,1,0,13,246276.01
326.22,6,4,19.11,18.2,0,4,9,427601.51
104.06,2,2,31.77,31.0,1,1,9,211114.83
91.97,5,4,14.52,18.3,1,2,12,232248.71
68.69,4,4,37.56,106.4,1,5,4,159068.1
265.48,4,4,21.45,87.8,0,0,11,387093.15
291.4,7,4,23.92,67.3,0,3,8,402545.61
41.69,7,4,1.45,26.9,1,2,4,284366.75
376.4,7,4,6.98,61.2,1,4,8,526589.39
49.23,5,4,25.39,62.5,0,3,7,184555.89
230.28,6,4,16.91,70.8,1,2,14,422815.72
292.35,2,1,20.42,7.2,0,0,12,310068.0
352.26,5,4,2.71,116.7,1,3,6,463085.0
294.21,1,1,33.4,55.9,0,1,7,296310.67
326.64,4,4,31.42,111.2,0,1,6,355507.76
155.6,7,4,7.58,1.2,1,4,11,372635.26
331.49,3,2,25.45,29.7,0,2,12,350725.18
59.64,1,1,32.77,12.5,1,3,6,66239.97
361.08,7,4,25.71,92.4,0,0,14,455796.03
232.61,6,4,12.55,38.4,0,3,7,348206.95
332.4,1,1,26.31,100.9,1,0,4,272305.54
197.36,5,4,8.58,99.9,0,3,12,300611.28
268.12,2,2,12.87,80.1,1,3,5,297875.09
224.77,4,3,9.75,79.9,1,3,9,316674.08
300.69,6,4,22.37,84.0,0,6,2,388320.92
60.2,6,4,4.51,80.9,1,2,9,237321.0
52.33,3,3,37.35,46.4,1,5,5,147894.86
121.43,1,1,13.47,81.9,1,4,10,127218.58
89.03,3,3,8.92,107.7,1,2,1,219414.09
352.56,2,2,19.96,39.9,1,3,11,409846.61
111.11,7,4,11.22,113.4,1,3,7,261857.24
391.07,2,1,21.49,1.6,0,2,5,387967.32
154.65,7,4,14.07,41.9,0,2,3,298447.95
97.38,3,3,5.46,15.9,0,1,3,153222.02
322.19,4,4,10.78,15.2,1,1,1,471383.07
273.72,2,2,17.65,97.9,0,2,7,322301.7
214.33,3,2,1.41,110.2,0,1,14,250354.75
235.48,1,1,30.87,93.3,1,3,2,242389.84
296.1,3,3,24.95,117.2,0,0,8,303095.43
114.53,3,2,24.13,26.0,0,1,14,172727.44
398.64,5,4,21.93,16.9,1,2,4,523921.46
390.67,2,2,23.69,62.5,0,3,4,425980.9
270.62,4,3,37.4,99.5,1,0,13,340128.83
103.83,4,4,0.54,4.8,1,1,11,222566.2
281.68,5,4,2.1,119.5,1,3,5,389175.49
56.71,7,4,7.82,72.3,0,0,9,204319.1
41.34,6,4,6.86,117.5,1,2,7,178112.37
125.34,7,4,7.41,43.8,1,2,3,337618.48
201.17,4,3,26.94,55.0,0,1,4,268598.18
351.26,3,3,18.49,90.3,0,2,9,355923.21
299.05,5,4,39.67,95.1,0,2,1,368735.98
304.8,1,1,9.23,28.0,1,3,8,338692.37
187.43,2,1,12.57,111.6,0,4,8,243509.54
158.0,2,1,39.37,104.1,1,0,14,173898.97
167.28,2,2,33.3,2.2,1,0,13,233917.39
395.43,3,3,18.9,15.4,1,2,7,469490.82
44.84,1,1,22.27,59.5,0,1,13,81477.35
350.8,5,4,33.76,55.3,0,2,6,462809.86
244.11,5,4,19.34,85.0,0,1,7,311135.76
192.29,2,1,8.4,10.8,1,1,10,237891.38
298.35,1,1,33.17,77.4,1,2,4,302327.98
210.07,1,1,21.6,74.0,1,4,4,265664.12
353.17,1,1,6.29,28.0,0,2,5,347777.88
363.26,4,4,20.32,65.1,1,1,4,402444.74
186.04,4,4,16.65,26.7,1,0,4,323297.87
132.43,2,1,35.1,17.6,0,0,9,128317.5
249.17,1,1,5.22,68.8,1,1,6,274246.22
367.57,6,4,35.03,117.3,0,3,14,436077.68
107.95,1,1,20.59,28.4,0,2,3,76775.12
260.5,5,4,16.29,42.6,0,3,3,338391.09
263.68,5,4,6.65,30.8,1,1,10,417753.77
301.25,2,2,28.09,32.0,1,2,8,347503.11
78.68,6,4,37.09,48.5,1,1,3,241839.24
294.86,1,1,15.14,84.2,1,2,14,352894.64
366.34,7,4,9.82,4.7,0,4,4,469514.49
96.48,6,4,22.28,114.9,1,4,6,231918.01
117.89,2,2,31.89,5.6,0,3,9,157614.16
389.42,5,4,0.35,105.8,1,5,6,553754.37
96.96,7,4,25.33,107.3,0,0,3,192199.69
346.12,5,4,23.94,62.9,1,2,12,461984.86
212.14,4,3,12.86,16.4,1,1,6,354131.86
121.48,2,1,18.17,67.8,1,1,4,193926.4
352.18,2,1,10.03,75.4,0,1,5,375259.27
194.76,1,1,31.64,102.9,1,2,14,185870.15
220.48,1,1,25.45,66.1,1,1,5,268334.2
162.92,4,4,21.4,49.3,1,2,3,239945.85
249.39,7,4,15.82,100.6,1,4,5,415970.87
90.5,3,3,11.8,117.7,0,5,12,117272.53
174.7,6,4,32.94,77.4,0,2,12,321177.7
388.68,3,2,18.17,104.9,1,0,5,403964.8
125.51,3,2,20.16,71.8,1,4,7,195912.0
272.99,2,2,20.93,82.8,1,3,9,362210.79
150.32,6,4,18.05,82.6,0,1,5,276844.62
316.19,2,1,10.39,84.6,1,2,9,335113.8
78.42,6,4,4.99,38.5,0,2,5,225375.97
388.83,5,4,4.12,69.1,0,3,4,497009.13
197.9,2,1,30.35,71.3,0,3,6,221595.39
117.34,2,1,9.1,37.8,0,4,8,157896.82
57.19,2,1,2.42,42.0,1,2,4,125894.33
92.81,7,4,31.94,91.5,0,2,5,235496.26
222.32,4,4,6.33,69.9,0,7,10,322527.49
154.69,2,2,25.08,17.9,1,1,1,192075.96
336.69,1,1,13.68,100.5,0,5,10,326907.23
189.43,1,1,5.23,106.0,0,0,12,188931.47
122.02,6,4,16.7,55.9,0,3,1,261865.74
258.34,5,4,0.79,25.1,1,0,14,397167.82
291.51,4,3,33.67,113.7,0,1,8,299657.03
91.81,7,4,20.64,105.9,1,1,7,257017.95
92.02,6,4,5.74,29.3,0,5,5,239768.33
43.57,1,1,9.63,11.5,0,2,9,65361.94
302.47,4,3,18.03,52.9,0,1,1,393295.42
275.61,4,3,7.72,81.2,1,0,3,351765.15
205.61,5,4,10.89,21.0,0,2,6,366319.21
342.34,4,3,21.47,61.6,1,1,1,469241.45
328.1,2,1,33.34,51.0,0,2,14,350273.55
246.58,4,4,16.19,106.9,0,0,12,296987.64
351.26,5,4,28.74,51.5,1,4,6,480279.9
106.16,6,4,35.09,64.1,1,2,2,251143.61
71.41,5,4,8.81,114.6,0,3,10,165180.37
129.81,7,4,32.33,36.0,1,1,14,307040.97
51.12,5,4,30.34,34.7,0,1,5,160046.79
226.53,1,1,14.41,96.0,1,3,11,191256.48
376.54,2,1,39.58,33.3,1,2,10,432130.21
44.56,1,1,10.65,99.8,0,1,2,99561.7
75.18,6,4,10.34,11.5,0,2,1,219952.83
197.31,3,3,30.94,13.4,1,3,14,297113.58
375.53,6,4,17.5,108.2,0,1,12,472565.64
146.98,2,2,13.37,64.9,1,1,14,194466.71
217.68,4,4,7.31,86.3,0,3,14,373291.35
45.38,5,4,30.66,27.0,1,2,12,165190.86
84.89,3,2,31.5,20.0,1,5,13,173041.03
395.05,2,2,22.75,100.2,1,2,4,399348.06
387.09,1,1,38.3,43.0,1,3,2,416879.58
31.83,5,4,12.86,54.6,1,0,9,189865.2
382.17,6,4,8.94,3.4,1,2,12,547389.77
266.47,1,1,27.16,46.3,0,1,11,227374.21
351.13,2,1,30.38,92.5,1,3,11,376724.61
198.25,2,2,9.15,98.6,1,4,3,274196.04
220.77,6,4,3.25,83.9,0,3,12,311214.17
210.87,3,3,32.46,83.1,1,3,9,291108.36
276.74,6,4,39.06,60.7,1,0,4,375212.3
81.67,4,4,25.86,64.6,1,1,10,185457.68
41.09,1,1,11.26,89.1,1,1,12,95276.21
143.93,3,3,39.87,29.7,1,1,7,224888.17
290.73,5,4,35.75,27.8,1,4,7,390393.98
104.69,7,4,20.63,114.0,0,2,6,204801.56
279.17,4,3,33.05,3.3,1,0,8,361809.08
388.87,3,3,32.67,16.7,1,4,11,465471.49
64.74,7,4,37.4,68.4,1,2,11,215379.79
278.86,7,4,33.67,88.5,1,2,6,408938.07
194.19,1,1,25.82,64.5,1,4,9,218339.12
351.21,2,2,24.45,42.6,0,3,5,410522.41
95.55,5,4,18.8,117.4,0,2,11,197858.68
286.27,6,4,25.13,84.5,0,2,3,393100.01
340.1,1,1,31.85,99.8,1,1,5,333534.11
379.51,4,3,38.77,4.8,0,2,4,425602.16
282.8,7,4,18.8,28.3,1,3,3,491210.22
213.95,4,4,23.03,44.9,1,5,1,349424.78
258.6,7,4,17.9,21.9,1,5,8,446878.25
351.49,2,1,26.81,8.7,0,1,4,342240.12
241.13,2,2,25.27,27.0,1,1,12,316237.53
41.24,5,4,0.91,64.0,0,0,3,141706.31
374.45,6,4,21.74,83.5,0,2,12,475829.04
285.12,5,4,3.72,92.9,1,1,4,411683.77
280.31,2,2,1.25,5.2,0,2,1,366590.49
109.8,2,1,31.69,51.4,1,1,12,137075.29
273.79,4,3,10.49,14.7,1,0,6,391728.59
175.73,2,2,13.76,51.7,1,4,3,259246.15
270.96,3,3,2.75,52.1,0,2,8,319668.98
69.44,7,4,7.34,59.8,1,1,11,255489.35
273.4,1,1,30.67,107.1,0,2,14,247013.85
399.78,2,1,19.84,96.6,0,1,14,388654.47
47.84,5,4,35.25,76.4,0,1,14,131093.01
391.55,6,4,16.01,106.2,1,2,13,509271.64
180.56,7,4,10.89,81.4,1,3,10,343755.53
352.18,7,4,14.03,98.3,1,1,5,503950.03
319.48,6,4,28.57,67.7,0,2,9,424178.72
239.8,6,4,22.29,63.0,0,3,9,373980.14
303.23,7,4,36.19,86.9,0,1,11,422917.98
355.05,3,2,24.17,2.4,1,1,2,458933.65
179.53,5,4,19.82,82.8,1,0,5,314983.84
151.0,3,3,31.47,112.1,0,2,7,198191.2
277.01,2,2,37.91,85.7,1,0,7,330389.11
328.9,1,1,14.36,4.4,1,2,10,365461.07
312.05,6,4,10.15,45.3,0,0,3,432759.66
325.19,5,4,24.73,97.1,1,2,7,366534.44
191.17,6,4,20.06,115.0,1,2,7,299346.33
332.6,3,3,39.57,44.4,1,7,4,427034.62
74.48,4,3,18.6,100.9,1,2,11,208944.18
231.46,2,2,3.16,103.7,0,3,7,281984.07
32.13,1,1,39.1,14.8,1,3,8,88515.89
150.1,2,2,33.77,101.5,0,1,3,182874.62
165.59,4,3,7.29,38.9,1,2,2,284819.12
176.58,1,1,36.2,71.2,1,1,9,165925.03
287.32,4,3,13.76,64.7,1,1,12,393563.81
173.77,2,2,15.21,79.6,1,1,12,196465.3
196.02,3,2,36.27,88.9,0,1,7,233842.59
117.89,7,4,21.3,52.9,0,5,1,302874.77
168.1,2,1,5.68,106.6,1,3,10,226657.59
114.09,2,1,14.89,97.1,1,0,10,168830.23
57.08,2,1,28.94,94.3,0,1,9,98890.06
253.28,5,4,7.13,55.0,1,0,5,377405.86
277.24,4,3,23.69,4.5,1,2,2,417239.22
259.21,4,4,27.87,59.1,1,2,7,384691.98
201.49,6,4,13.89,107.8,0,1,9,312089.71
170.52,4,4,27.82,22.9,1,3,13,230282.77
349.43,6,4,35.39,117.9,1,2,3,453617.91
222.06,5,4,18.99,96.9,0,2,4,313263.91
207.3,3,3,15.44,85.2,0,1,9,268379.27
39.49,6,4,10.2,81.3,1,1,2,233797.16
156.26,2,2,24.25,70.4,1,0,4,232521.86
170.67,3,3,35.22,86.5,1,4,5,252346.81
177.56,7,4,13.12,50.6,1,2,4,337988.6
244.66,5,4,15.97,101.4,1,2,7,316027.81
227.43,4,3,16.38,83.6,1,1,6,338959.4
254.92,6,4,22.52,92.6,0,4,9,371875.99
313.01,2,1,9.29,95.1,0,2,11,348702.07
330.8,1,1,32.92,11.0,1,4,13,361836.76
295.71,7,4,11.96,6.7,0,0,13,412789.4
383.54,1,1,28.27,96.1,1,3,13,397295.6
36.75,3,2,20.63,31.1,1,4,4,144728.6
102.44,4,4,23.52,69.8,0,3,11,218445.3
32.8,1,1,7.35,53.2,0,6,9,68827.93
269.57,3,2,29.45,2.6,1,1,1,323730.37
362.27,5,4,7.71,4.8,1,3,12,501066.79
120.09,3,2,4.72,99.3,1,1,6,200376.01
373.0,7,4,21.96,72.9,1,2,7,497923.17
52.3,3,3,28.43,62.9,0,2,9,102969.28
375.74,7,4,2.19,113.3,1,0,1,549064.09
160.1,3,2,2.96,20.8,1,4,11,260320.77
67.53,2,2,32.15,31.0,1,1,12,156376.73
209.77,3,2,32.4,90.8,1,3,12,319997.79
125.01,6,4,9.96,93.0,0,0,13,236126.97
135.4,3,2,24.69,48.6,0,3,1,175661.44
143.7,2,2,17.84,114.1,1,3,2,177939.74
327.12,2,1,25.38,112.6,1,2,6,376274.06
229.49,5,4,34.54,1.5,1,1,3,350760.72
145.18,7,4,3.38,20.7,1,0,11,323750.26
255.82,4,3,31.16,98.4,1,2,14,323317.48
294.98,1,1,19.82,40.2,1,2,6,321335.09
130.87,1,1,22.65,11.5,1,5,2,253254.87
183.01,3,3,26.23,94.2,1,4,13,246124.87
75.1,5,4,36.92,54.6,0,3,10,127518.39
97.03,3,3,2.46,59.1,1,0,6,199354.07
282.01,1,1,1.37,22.4,0,4,7,297437.62
97.13,7,4,7.29,79.3,1,0,6,282302.68
224.31,7,4,39.46,66.1,0,1,2,337604.2
292.35,7,4,28.66,24.8,1,2,5,472443.2
69.54,2,2,24.66,40.8,0,2,10,62843.7
239.91,4,4,2.07,71.6,1,1,13,369962.83
124.93,5,4,35.19,111.0,0,3,14,245994.94
386.28,2,2,32.55,110.4,0,2,6,375573.3
208.91,4,4,26.66,34.5,1,1,14,304258.6
328.22,5,4,13.7,88.3,1,4,8,439420.99
233.58,5,4,3.01,93.1,0,6,9,338144.97
46.06,1,1,23.29,97.1,0,6,5,97179.51
264.27,2,1,28.84,68.5,0,1,14,242410.94
382.02,5,4,3.95,1.3,0,3,12,510388.35
252.6,6,4,25.42,91.4,0,3,7,320386.74
333.1,7,4,11.6,12.8,1,4,4,472186.97
357.16,5,4,30.62,14.0,1,1,10,470869.85
114.39,4,3,21.68,72.7,1,3,12,192267.45
108.46,1,1,5.34,118.0,0,2,5,96302.09
256.06,3,3,21.16,29.1,1,3,1,376923.19
182.08,7,4,15.95,77.5,1,6,13,361785.93
340.75,1,1,7.38,36.4,1,1,3,375303.65
363.01,3,3,33.69,107.8,0,1,2,404258.85
160.77,2,2,0.64,71.2,1,1,6,198061.54
117.64,2,1,12.62,24.9,1,2,9,159221.07
318.79,5,4,0.7,31.5,1,7,10,476504.59
131.68,6,4,4.02,51.9,1,2,3,259504.01
334.37,2,1,12.02,14.6,0,2,12,321564.68
186.78,5,4,2.36,9.4,1,3,11,331657.04
276.99,7,4,23.95,81.6,0,1,12,393970.95
65.35,1,1,3.66,48.9,1,2,2,119684.5
260.83,2,1,28.13,87.1,1,1,2,265763.88
197.15,1,1,2.3,13.2,1,2,14,226622.08
247.05,1,1,2.56,73.2,1,2,6,279486.44
92.17,6,4,12.35,53.2,1,2,10,267918.81
302.64,2,1,35.88,7.0,1,2,6,376091.42
349.23,1,1,25.73,65.4,0,1,5,336619.76
110.19,6,4,30.85,9.9,0,1,9,183653.5
65.41,6,4,5.83,99.3,0,3,13,219237.3
38.75,2,1,33.4,75.8,0,2,7,76285.74
267.53,6,4,0.52,66.8,1,5,7,412739.3
254.62,2,2,8.68,16.0,1,2,11,318154.61
232.28,2,1,24.72,34.5,1,2,1,314320.22
115.82,3,2,15.13,59.1,1,2,10,237809.85
174.64,1,1,39.37,76.0,0,1,10,139182.01
249.96,4,3,1.41,22.0,0,2,2,400120.48
213.8,2,2,39.94,1.1,0,1,12,247042.68
395.48,1,1,25.02,41.4,0,3,3,452613.47
80.48,7,4,22.44,57.9,1,2,5,213328.13
287.2,6,4,2.57,22.1,1,1,14,423191.73
179.6,5,4,11.08,59.1,1,0,11,252976.45
188.43,2,2,37.0,40.6,0,2,12,204702.43
295.51,6,4,14.3,54.6,0,3,4,434761.76
286.2,6,4,26.53,41.7,1,0,8,458299.84
396.76,6,4,39.98,75.4,1,1,11,480017.14
77.51,6,4,10.67,5.1,1,0,4,252348.42
68.52,6,4,23.13,20.5,1,1,6,216717.72
298.01,2,2,27.92,51.9,0,2,9,334208.25
244.0,7,4,6.75,42.8,1,5,2,418273.93
131.44,4,3,6.12,47.0,1,1,13,237527.19
59.39,3,2,18.36,96.5,1,3,8,96876.69
61.69,6,4,15.56,106.4,0,0,12,183065.8
360.85,6,4,28.63,29.8,1,3,5,528592.99
100.99,3,2,2.97,100.4,0,1,10,126243.56
149.65,7,4,38.89,55.1,1,2,6,319435.57
113.86,7,4,0.77,32.9,1,1,3,299432.77
161.35,2,2,24.13,118.3,1,3,8,157550.92
55.69,1,1,22.59,99.0,0,2,14,51677.83
222.05,5,4,5.56,119.3,0,2,2,316194.42
55.02,5,4,6.21,20.2,1,1,13,217945.5
326.13,1,1,31.75,17.3,1,2,1,360733.17
116.47,2,1,35.52,60.4,0,2,11,132696.35
229.8,5,4,11.46,76.6,0,2,12,346692.39
355.63,7,4,17.63,20.5,1,1,1,485035.7
270.82,3,3,14.33,103.3,1,1,8,336726.39
227.19,1,1,3.09,63.8,0,1,2,237982.97
150.0,7,4,26.99,49.3,1,1,13,330084.1
153.21,4,4,33.04,72.2,0,3,13,184385.46
277.71,2,1,12.33,76.2,0,1,5,307135.97
397.83,1,1,39.61,5.1,1,2,2,446503.43
274.88,5,4,3.22,120.0,0,0,11,366197.17
236.38,2,1,26.54,43.7,1,2,4,360792.51
300.34,3,3,18.04,7.4,0,1,9,346886.05
202.13,2,1,17.97,102.3,0,3,2,216657.2
52.25,2,2,18.41,119.2,1,1,13,91849.76
238.05,3,2,10.5,98.0,0,4,4,283783.34
384.32,6,4,28.68,102.2,0,2,13,482423.64
94.86,3,2,28.92,75.1,0,6,10,142223.43
285.3,7,4,11.44,110.7,1,6,5,423308.67
104.35,2,1,33.45,4.3,1,3,10,119758.89
228.26,3,2,12.81,92.0,0,1,13,262312.9
65.77,6,4,29.06,80.5,0,0,10,174234.09
196.64,7,4,5.02,6.0,1,2,5,369114.38
309.78,1,1,6.91,65.3,1,2,12,393132.62
158.6,3,2,12.77,61.8,1,2,12,253293.69
276.02,3,2,23.84,83.0,1,2,5,321537.52
324.32,2,1,25.89,9.3,0,2,13,354183.74
373.06,7,4,15.97,96.6,0,2,10,504743.21
116.82,1,1,3.3,16.7,0,0,10,143409.43
177.75,4,3,15.07,50.2,0,0,2,245247.07
86.39,4,3,27.61,105.8,1,3,8,158159.63
397.22,5,4,26.91,67.3,0,4,11,513376.24
372.99,3,3,6.58,45.6,0,3,5,431340.71
229.78,3,2,0.51,5.8,0,1,6,293418.46
341.55,1,1,30.17,80.7,1,1,8,371899.8
222.75,6,4,4.43,118.4,1,2,8,362917.52
260.73,4,4,3.48,109.4,1,0,13,422443.25
62.98,5,4,0.31,86.1,1,1,13,192419.18
309.45,1,1,17.42,12.6,1,10,13,353581.0
77.25,3,2,20.23,28.7,0,3,10,125010.85
335.65,4,3,25.58,22.4,0,2,7,380677.96
319.35,7,4,11.98,42.7,1,1,8,481935.43
292.24,5,4,28.47,28.3,1,2,10,426294.68
43.38,2,2,6.94,29.3,0,0,11,88281.53
142.16,4,3,33.31,74.0,1,2,7,233718.47
127.35,5,4,22.96,38.2,1,2,10,265387.6
163.25,1,1,23.44,81.3,1,5,6,231218.0
62.43,2,1,8.55,113.7,1,0,5,97805.23
376.67,5,4,3.15,76.6,1,5,5,512718.84
234.91,5,4,18.7,90.2,0,6,8,350243.57
143.04,3,3,24.7,90.2,0,2,1,209382.98
176.88,6,4,3.98,39.7,0,3,2,318592.34
195.46,4,3,38.03,1.8,1,1,1,316620.73
252.22,3,2,39.22,6.6,1,4,13,300738.98
220.8,7,4,21.91,33.8,0,3,10,350911.66
370.18,2,2,38.01,82.7,0,0,7,348417.9
213.88,6,4,7.34,108.8,1,4,13,340573.75
397.1,5,4,1.21,115.1,1,2,9,512860.83
345.03,3,3,1.77,3.1,0,3,7,445797.59
107.15,6,4,23.58,118.8,1,1,9,218020.29
374.32,7,4,2.65,38.7,1,3,4,561592.51
73.06,4,4,38.35,101.2,1,0,7,157972.5
332.46,7,4,5.85,21.6,1,2,12,470009.07
170.83,2,2,12.33,7.5,1,1,10,225877.74
354.85,1,1,32.94,45.4,1,3,10,390056.04
351.18,3,3,8.91,103.1,1,2,7,396975.7
328.19,2,1,9.87,26.5,0,3,10,403991.87
322.31,1,1,25.76,18.5,0,3,10,325800.16
142.73,3,3,11.19,109.2,1,1,2,185420.98
59.94,2,2,8.85,112.6,0,5,2,87745.18
179.1,7,4,10.32,1.5,1,1,8,373409.82
94.2,2,1,19.73,87.3,1,1,14,100222.96
287.13,6,4,38.65,37.1,1,1,2,426017.54
158.06,7,4,33.32,45.0,0,2,1,257741.95
390.98,3,3,11.53,56.3,1,0,1,471972.91
267.16,2,2,14.66,51.2,1,1,1,356456.56
334.32,5,4,18.69,61.8,0,3,6,437824.0
79.03,3,2,39.16,69.9,1,2,5,166621.73
348.95,2,1,7.06,55.9,0,2,7,385959.91
371.42,6,4,14.43,84.2,0,2,3,446387.84
210.21,1,1,29.23,86.2,0,3,5,175434.72
254.31,1,1,38.56,52.8,1,2,2,224261.91
312.98,5,4,6.4,17.1,1,0,11,448758.18
94.69,3,3,9.25,76.9,0,2,9,164586.16
215.95,6,4,9.18,92.8,0,5,9,315744.6
177.51,2,2,1.03,76.6,0,4,4,239120.7
84.16,2,2,24.24,70.6,1,3,2,190941.11
165.99,1,1,26.89,27.5,1,2,10,215619.79
55.22,6,4,24.18,77.4,1,1,8,232971.61
39.55,7,4,3.04,40.2,1,1,4,216149.66
80.01,5,4,2.96,110.3,1,0,5,219455.59
386.35,1,1,8.57,78.4,1,2,4,415970.86
233.33,1,1,11.75,33.4,1,2,14,290062.41
387.35,5,4,31.5,56.8,1,2,2,453090.79
190.02,3,2,6.54,101.6,1,1,14,296390.14
145.37,2,1,1.95,40.3,1,2,14,215818.24
217.27,3,3,15.88,63.1,1,2,6,335624.91
192.62,6,4,16.77,81.6,1,1,1,357881.06
69.1,7,4,18.15,90.5,1,4,12,182018.86
267.11,4,3,33.11,20.9,1,4,8,371630.0
109.93,4,4,4.1,67.8,0,1,11,222189.56
259.25,4,4,28.22,109.5,1,4,1,351352.46
270.57,5,4,13.65,116.2,0,3,5,363705.83
86.25,1,1,12.54,78.7,0,0,9,74419.78
52.7,7,4,37.32,118.0,0,0,13,158369.29
318.88,3,2,10.09,68.5,1,6,1,392959.01
200.13,2,2,25.77,53.1,1,3,10,242441.72
51.52,4,3,11.15,66.2,0,1,7,132315.57
398.1,3,3,20.38,13.9,0,2,14,387249.71
51.38,4,4,31.49,48.2,0,4,7,136692.5
287.16,7,4,35.29,55.0,1,2,13,398873.18
393.96,4,3,33.58,101.8,0,5,5,421986.11
118.5,2,2,23.37,91.0,0,1,4,112617.43
82.63,6,4,10.1,72.2,0,4,9,213571.47
74.91,6,4,26.52,41.7,1,0,5,198153.05
142.21,7,4,28.45,22.4,1,2,13,278406.45
67.39,6,4,0.63,41.7,1,2,1,244225.33
286.1,5,4,17.68,81.6,1,1,9,439103.01
53.05,1,1,33.76,31.6,0,1,11,63993.35
218.49,5,4,19.69,51.2,0,2,12,344203.48
398.78,3,2,12.59,46.4,0,2,5,436707.56
331.17,5,4,34.9,91.9,1,3,9,491880.97
257.63,3,2,6.4,106.1,0,0,13,264381.43
143.31,3,2,8.42,83.9,1,2,11,172836.63
260.84,1,1,27.56,41.0,0,1,11,275837.88
225.01,2,1,14.23,52.0,0,1,8,263961.39
187.65,7,4,28.58,17.2,1,4,13,304175.96
78.36,1,1,6.48,20.2,1,0,12,125578.7
358.04,7,4,10.24,19.7,1,5,10,569232.42
196.42,6,4,6.43,15.7,1,0,7,373737.32
102.01,6,4,38.13,21.5,0,1,13,175151.55
166.07,5,4,16.34,24.3,1,5,11,261323.22
183.23,3,3,13.62,13.4,1,6,12,333010.86
336.19,4,4,0.77,76.8,1,2,6,427181.44
301.44,4,3,6.31,118.8,0,2,9,389347.85
314.64,7,4,16.96,105.5,1,4,14,474687.26
34.08,3,3,2.93,5.5,1,3,12,157268.69
183.98,7,4,20.53,50.8,0,2,4,300520.23
208.1,1,1,18.31,103.1,1,5,5,277373.57
37.1,2,1,30.73,16.2,1,0,12,32140.79
126.13,1,1,26.46,101.7,0,3,1,156400.9
311.31,3,3,17.95,71.1,1,2,7,377319.08
80.73,3,3,9.14,111.8,0,1,6,126944.3
228.06,2,1,29.13,105.1,1,3,13,251306.75
109.62,7,4,28.37,81.2,1,3,11,291706.8
34.48,5,4,6.3,78.9,1,2,7,151154.93
119.24,5,4,36.61,25.6,0,0,1,225118.08
391.07,2,2,2.76,14.0,1,3,13,470322.14
326.57,5,4,2.39,49.8,1,1,7,450151.55
385.04,4,3,7.66,22.4,1,2,13,455592.24
210.51,5,4,36.4,12.3,1,3,7,314440.48
70.6,5,4,20.9,36.3,0,0,8,225008.23
232.75,5,4,31.56,103.3,0,1,2,335645.83
198.12,4,3,9.27,2.1,0,2,1,309411.84
342.41,7,4,19.71,35.1,1,1,12,539557.03
66.29,5,4,14.46,50.9,1,1,1,189575.96
210.65,6,4,33.15,61.3,0,3,8,317036.59
85.52,4,3,1.1,21.8,0,4,7,199469.2
150.13,2,2,9.9,115.7,1,3,9,241255.49
302.82,1,1,6.27,69.5,1,2,2,294431.31
206.13,2,2,34.4,62.7,1,2,4,254112.37
169.08,1,1,18.81,1.1,1,6,8,225900.13
175.96,2,1,16.29,58.3,1,3,6,250403.1
200.0,6,4,18.09,100.5,0,0,2,294545.05
320.46,1,1,38.88,26.4,1,3,10,363899.33
360.07,1,1,34.04,42.1,1,2,2,381295.12
383.47,3,2,28.31,2.5,1,1,7,422734.12
321.15,1,1,11.76,117.2,0,3,9,327642.95
146.7,1,1,6.77,8.0,1,1,8,195768.09
