age,income,gender,education_level,marital_status,purchases_last_month,website_visits,account_age_months,satisfaction_score,churn
45.0,80242.72921817061,Male,High School,Single,5.0,8.0,228,3.15,0
27.0,,,PhD,Married,5.0,,148,1.33,0
56.0,53566.74969883161,Male,Bachelor,Married,,8.0,68,4.22,0
34.0,93403.2517469785,Male,,Single,8.0,7.0,215,2.95,0
56.0,51283.62045667537,Male,High School,Married,,11.0,29,,0
39.0,,Female,PhD,Divorced,4.0,12.0,46,3.87,0
43.0,72328.72845043472,,Bachelor,Single,3.0,10.0,224,2.32,0
,,Female,Master,Divorced,3.0,8.0,165,,0
,65101.06697779153,Female,Master,Single,2.0,8.0,101,2.84,0
34.0,58869.20512036531,Male,Master,Single,3.0,,90,1.94,0
30.0,33955.21581967354,Female,Master,Single,4.0,7.0,181,,0
37.0,66965.78660199518,Male,High School,,4.0,11.0,133,2.45,0
42.0,45350.63085976691,Female,High School,Single,3.0,9.0,88,3.29,0
21.0,,Male,Bachelor,Single,,7.0,127,4.79,1
27.0,87441.22847899371,,Bachelor,Single,,7.0,107,2.57,0
20.0,23888.854771659688,Female,,Divorced,4.0,8.0,66,2.43,0
58.0,,Male,,Single,6.0,4.0,143,1.65,0
62.0,51778.84416265913,Male,PhD,Married,5.0,9.0,46,4.75,0
35.0,57381.01555631054,Male,Bachelor,Single,2.0,,238,4.2,0
64.0,41752.250949752204,Male,Master,Single,4.0,8.0,232,1.88,0
53.0,63769.35458132553,,Master,Divorced,,10.0,185,,0
64.0,,Female,Master,Married,,9.0,8,4.66,0
39.0,81538.456505857,Female,PhD,Married,3.0,,165,3.15,0
51.0,45172.134467394855,Female,Bachelor,Married,1.0,10.0,101,3.23,0
64.0,,Male,Master,Single,4.0,10.0,185,,0
,73294.2817261778,Female,Master,Single,4.0,11.0,142,4.05,0
,61819.37953550818,Male,,Married,4.0,3.0,133,4.76,1
66.0,56384.31272209018,,Master,Married,3.0,10.0,73,4.21,0
61.0,53868.611057322996,Male,High School,Divorced,3.0,6.0,214,4.74,0
36.0,55173.1245118699,Male,Bachelor,Married,2.0,12.0,123,4.28,0
59.0,63368.03913870947,Male,Bachelor,Single,4.0,13.0,43,1.19,1
58.0,,Male,PhD,Single,,10.0,177,1.47,0
54.0,47189.41086985025,Male,High School,Single,5.0,12.0,123,4.54,0
23.0,63489.185896734045,,,Divorced,,17.0,236,1.11,1
69.0,43274.23762549226,Male,Master,Married,,,172,4.18,0
43.0,,Female,PhD,Single,3.0,15.0,184,4.4,0
51.0,55538.65929038517,Female,Master,Divorced,3.0,10.0,48,2.66,0
62.0,73934.61818463687,Male,,,,,158,2.42,0
23.0,79781.48421390954,Female,Bachelor,Single,1.0,13.0,161,1.78,0
54.0,79773.61120689477,Female,Bachelor,Divorced,1.0,8.0,230,,0
50.0,66362.10112105252,,Bachelor,Divorced,6.0,9.0,165,3.98,0
39.0,,Male,,Single,1.0,9.0,178,,1
38.0,53544.97947763129,Male,,Divorced,9.0,7.0,237,4.78,0
23.0,,Male,High School,,2.0,6.0,230,2.19,0
23.0,75810.02721323447,Male,,Single,3.0,5.0,7,4.18,0
65.0,28653.41692950944,Female,PhD,,5.0,10.0,195,1.24,0
21.0,67566.94391214527,Female,Master,Single,,9.0,171,3.15,0
47.0,87362.59615417734,Female,Bachelor,Single,,10.0,40,2.4,0
28.0,52874.19410790431,Female,High School,Married,8.0,9.0,32,1.12,1
47.0,48509.06047732241,,PhD,Single,4.0,10.0,228,3.62,0
48.0,51602.73077827361,Female,PhD,Married,8.0,4.0,234,4.77,0
41.0,29902.480143417466,Male,Master,Married,3.0,11.0,105,1.04,0
26.0,,Female,PhD,Married,4.0,5.0,183,2.08,0
,60599.30880194503,Female,,Married,5.0,8.0,237,3.81,0
68.0,63940.53665754602,Female,PhD,,5.0,15.0,211,4.49,0
48.0,68319.53242435603,Male,,Divorced,6.0,6.0,223,1.76,0
57.0,44040.13195637047,Female,High School,Single,3.0,9.0,94,1.28,0
54.0,65463.98398044088,Female,Master,Single,0.0,13.0,111,1.03,0
53.0,68863.97319831459,Male,Bachelor,Single,,6.0,229,1.86,0
41.0,50232.16538365936,Female,PhD,Divorced,3.0,15.0,89,1.29,0
48.0,68402.35996503946,Male,High School,,5.0,,77,2.44,1
23.0,61614.13252773483,Male,Master,,3.0,,204,2.76,0
19.0,47376.204611132394,Female,Bachelor,Divorced,1.0,3.0,9,2.92,0
37.0,65655.77392967354,Female,,Single,2.0,6.0,232,1.57,1
45.0,54185.78513293561,Male,High School,Single,2.0,13.0,137,2.86,0
28.0,73941.30548028775,Female,High School,Single,,10.0,64,,1
21.0,55216.672398619245,Female,High School,Married,2.0,9.0,173,1.96,0
,34204.6883646988,Male,PhD,,5.0,13.0,91,2.48,1
23.0,,Male,High School,Divorced,9.0,9.0,189,1.47,0
66.0,64588.06495662869,Female,Bachelor,Married,5.0,14.0,233,4.26,0
47.0,38377.25774404677,Male,PhD,Single,,9.0,95,1.8,0
55.0,75010.72230870611,,Master,,1.0,11.0,198,4.02,1
68.0,73964.41672270957,Female,,Married,2.0,10.0,93,2.9,0
,42600.39615050183,Female,,Married,3.0,,94,2.92,0
32.0,46807.47397880177,Female,,Married,4.0,,166,3.58,0
28.0,57159.847739409466,Male,Master,Single,6.0,,203,1.18,0
25.0,44822.957379247244,Female,High School,Single,,7.0,234,1.32,1
43.0,72807.94369823355,Male,,Divorced,4.0,10.0,174,2.31,0
68.0,62979.4389865442,Female,Bachelor,Divorced,,11.0,124,2.67,0
62.0,38128.857082235285,Female,,Divorced,,,70,2.72,0
61.0,43550.5817430142,Male,Bachelor,Married,5.0,10.0,103,,0
22.0,,Female,Master,Married,7.0,4.0,233,1.0,0
23.0,90711.2475583083,Male,PhD,Single,5.0,,64,4.84,0
43.0,70774.57952105017,Male,Master,Divorced,3.0,8.0,95,1.7,0
21.0,55774.494896993725,Female,High School,Single,7.0,11.0,163,1.99,1
36.0,51200.74175186847,Female,Master,Divorced,4.0,13.0,12,4.62,0
37.0,70993.9883662201,Female,,,6.0,9.0,48,,0
,61518.41068518973,Female,Bachelor,Divorced,4.0,10.0,63,4.97,0
37.0,27798.571051712468,Male,High School,Married,,10.0,173,1.14,0
66.0,80637.35965069661,Female,Bachelor,Divorced,2.0,11.0,6,1.48,0
,,Female,High School,Divorced,1.0,8.0,45,1.96,0
,,Female,High School,Married,2.0,14.0,90,2.75,0
18.0,190838.8805371792,Female,Master,Divorced,4.0,,101,3.07,0
43.0,47263.47100553321,Female,,Married,8.0,8.0,160,1.42,1
31.0,22845.602772845778,Male,Master,Married,3.0,16.0,196,,0
55.0,91920.96982791112,Female,Master,Single,3.0,13.0,104,1.13,0
54.0,52865.22873481944,Male,Master,Married,5.0,,131,2.03,0
,106665.78643299565,Female,High School,Married,6.0,11.0,127,4.69,0
53.0,99104.60061815556,Female,Bachelor,Married,,13.0,130,,0
30.0,41931.471672621126,Female,Bachelor,Divorced,5.0,12.0,20,4.06,0
60.0,45834.64521193973,Male,Master,Single,4.0,4.0,211,1.76,0
20.0,69323.80684694239,Female,High School,Divorced,5.0,,39,1.26,1
50.0,24909.157922674596,Male,,Married,2.0,5.0,140,3.22,0
23.0,51234.81765242876,Male,,Married,,10.0,189,4.29,0
67.0,,Female,Bachelor,Single,2.0,8.0,36,4.59,0
27.0,97023.31883893417,Male,Master,Single,3.0,9.0,234,,0
,63220.35771008911,Female,PhD,Married,5.0,,92,2.18,0
40.0,,Female,High School,Married,4.0,12.0,9,1.44,0
27.0,47370.30534629398,Male,PhD,Divorced,1.0,,44,3.67,0
61.0,77880.99194649588,Female,PhD,,2.0,17.0,75,,0
19.0,50065.78352139183,Female,Master,,4.0,7.0,53,4.38,0
30.0,58994.34051275,Male,Bachelor,Single,7.0,13.0,30,3.42,0
57.0,47217.529550560714,Male,,Divorced,3.0,11.0,115,4.44,0
19.0,29649.257359692114,Male,PhD,Married,5.0,13.0,66,3.27,0
37.0,,Male,Master,Divorced,,3.0,38,4.09,0
18.0,,Male,Bachelor,Divorced,1.0,14.0,38,2.18,0
54.0,54734.903394727415,Male,PhD,Single,,12.0,161,3.01,0
26.0,,Female,,Divorced,2.0,15.0,199,1.08,0
34.0,58221.60598962476,Male,Master,Married,4.0,16.0,236,3.43,0
26.0,50226.247396979816,Male,,Divorced,,13.0,213,3.13,0
28.0,86982.52696336812,Female,High School,Divorced,1.0,10.0,55,4.02,0
32.0,78959.68239713964,Female,Bachelor,Divorced,6.0,11.0,76,3.92,0
41.0,57297.81465618324,Male,PhD,Married,6.0,8.0,116,3.51,0
55.0,65085.165594819926,Male,Bachelor,Divorced,1.0,11.0,85,,0
52.0,,,Bachelor,Married,60.0,,23,4.61,0
47.0,3130.2941589644906,Male,PhD,Divorced,5.0,,198,1.07,0
48.0,60409.8602585205,Male,Bachelor,Single,2.0,10.0,142,4.21,0
66.0,66112.28722502432,Female,High School,Single,2.0,8.0,96,2.92,1
,27746.764839195454,,PhD,Single,4.0,9.0,49,4.27,0
61.0,69988.22138389206,Female,PhD,Married,6.0,4.0,113,2.86,0
67.0,54388.46644110382,Male,Master,Married,5.0,15.0,114,3.59,0
31.0,,Female,Bachelor,Married,1.0,11.0,45,2.45,0
,,,PhD,,,14.0,205,3.97,0
26.0,85019.08948453698,Female,PhD,Married,5.0,6.0,155,2.02,0
51.0,64524.57641168174,Male,High School,Married,3.0,10.0,203,3.88,0
,80048.32917344014,Female,Master,Married,,9.0,96,1.77,0
52.0,81694.5228434989,Male,PhD,Married,4.0,7.0,195,3.89,0
52.0,37608.88547823179,Female,High School,Single,5.0,8.0,49,2.17,0
,45219.662599577045,Female,PhD,Divorced,3.0,8.0,2,2.11,0
57.0,,Female,,Single,2.0,17.0,222,4.25,0
39.0,52689.254324836555,Male,PhD,Divorced,3.0,15.0,188,4.25,0
46.0,55227.86461487408,Male,High School,Divorced,3.0,10.0,194,3.77,0
25.0,85731.2964434122,Female,Bachelor,Single,7.0,20.0,103,4.7,0
28.0,53792.672436158595,Male,PhD,Married,5.0,7.0,59,1.62,0
58.0,40621.41303502835,Male,PhD,Single,,14.0,221,2.08,0
54.0,43323.99996728811,Male,Bachelor,Divorced,,,60,2.18,0
31.0,103647.13002385403,Female,PhD,Divorced,4.0,10.0,22,2.22,0
47.0,56435.61039229526,Male,,Married,,6.0,89,2.31,0
52.0,,Female,PhD,Single,5.0,9.0,106,3.79,0
38.0,24610.82809366811,,Master,Divorced,,10.0,174,,0
54.0,47507.267146517726,Female,,Single,4.0,6.0,53,2.14,0
22.0,56069.55761145233,,High School,,4.0,10.0,19,3.28,0
36.0,78983.47412855345,Female,Bachelor,Married,,18.0,49,1.77,0
31.0,77046.90332923534,Male,PhD,Divorced,3.0,11.0,208,,0
43.0,59873.0715785433,,Master,Married,8.0,13.0,17,1.23,0
21.0,50916.62827680822,Female,High School,Divorced,2.0,5.0,127,,0
,66792.0370684338,Female,PhD,Divorced,3.0,13.0,155,2.27,0
62.0,25025.07847727224,Female,High School,,4.0,13.0,235,4.4,0
59.0,99621.61787858435,Male,High School,Married,,7.0,19,3.12,0
,73082.11191713222,Male,PhD,,2.0,11.0,235,1.91,0
35.0,,Female,,,4.0,16.0,234,1.77,1
,38516.932362467785,,,Divorced,6.0,6.0,30,3.78,1
25.0,,Male,PhD,Single,1.0,16.0,78,4.86,0
56.0,,Male,,Divorced,4.0,10.0,174,1.73,0
57.0,40948.83754362873,Female,Master,,3.0,7.0,106,1.46,1
31.0,59216.55258787561,Male,PhD,Married,3.0,7.0,64,2.55,0
,58748.89828023252,Male,,Single,,12.0,32,2.58,0
68.0,38429.25854976007,Male,,Divorced,8.0,15.0,181,4.23,1
55.0,42101.2529291727,,PhD,Divorced,,7.0,151,,0
50.0,40535.364493438996,Male,High School,Single,,9.0,36,1.25,0
40.0,40725.69864286351,Male,Bachelor,Divorced,4.0,10.0,10,4.68,1
32.0,,,Master,Divorced,2.0,5.0,59,2.49,0
50.0,32220.297276550842,Male,Master,Married,2.0,11.0,102,3.67,0
42.0,46172.510051721285,Female,High School,Divorced,6.0,6.0,118,3.67,0
34.0,80902.69096768538,Female,Bachelor,Divorced,2.0,,157,1.23,1
50.0,,Male,,Divorced,,6.0,11,1.01,0
64.0,39002.415182144905,,PhD,,,7.0,166,1.35,0
19.0,79164.09834588467,Female,PhD,Single,3.0,3.0,79,4.83,0
31.0,,Female,PhD,Single,10.0,10.0,160,4.18,0
57.0,108582.88644024308,Male,PhD,Divorced,3.0,12.0,91,1.53,0
57.0,86006.26384271185,Female,High School,Divorced,4.0,8.0,102,3.46,0
68.0,48805.36175719786,Male,PhD,Single,,13.0,180,3.45,0
56.0,,Female,PhD,Single,,10.0,129,1.0,0
,31981.61343781742,Female,Bachelor,Divorced,11.0,13.0,233,2.72,0
23.0,,Female,PhD,,,7.0,14,3.85,0
23.0,56326.739349950665,Female,Master,Married,,12.0,131,1.75,0
20.0,43304.732212152085,Male,High School,Single,,13.0,30,4.4,0
24.0,50628.85027348282,Female,,Divorced,4.0,11.0,159,3.64,0
68.0,,Female,High School,Single,4.0,7.0,129,1.03,0
25.0,,Male,Master,Single,,9.0,174,,0
59.0,42837.05508206674,Male,,Single,5.0,8.0,142,1.08,0
69.0,,Male,High School,Married,4.0,13.0,164,4.55,0
,,Female,Master,Divorced,,8.0,174,2.33,0
64.0,,Male,Bachelor,Divorced,5.0,8.0,183,3.79,0
46.0,35559.58256859692,Male,,Single,8.0,5.0,164,4.15,0
50.0,76830.09359631993,Male,Master,Divorced,4.0,8.0,171,2.13,0
69.0,,Male,PhD,Married,4.0,7.0,105,2.43,0
47.0,76090.02111897919,Male,Bachelor,,,9.0,43,3.04,0
56.0,78321.66448393308,Male,,Married,,,143,3.33,0
44.0,493745.48969384236,,PhD,Married,3.0,,38,2.17,0
53.0,56879.20466613631,Male,Master,Divorced,5.0,17.0,89,4.97,0
46.0,30847.84642008985,Female,High School,Divorced,5.0,7.0,44,3.95,0
55.0,65420.75601524251,Male,PhD,Married,3.0,9.0,109,2.1,0
50.0,46619.90754240365,Male,Master,Divorced,2.0,12.0,55,3.56,0
,40849.89433368918,Male,High School,Married,6.0,3.0,55,2.74,0
44.0,61998.50344434482,Female,Bachelor,Married,9.0,10.0,78,4.44,0
50.0,77315.05466019179,Male,PhD,Single,2.0,10.0,216,2.32,0
21.0,,Male,PhD,Married,4.0,9.0,186,1.75,0
,85487.76174663438,Male,Bachelor,Married,,12.0,107,1.18,0
19.0,40207.72081994369,Male,High School,Divorced,5.0,8.0,57,4.94,0
27.0,55121.93557349074,Female,Bachelor,Single,,9.0,184,2.44,0
22.0,,Female,PhD,Divorced,6.0,,130,1.88,0
,52242.015826318835,Female,Master,Single,4.0,10.0,124,2.97,1
50.0,24479.95322122926,Female,High School,,10.0,5.0,162,2.17,0
55.0,78548.1498357761,Female,High School,,,8.0,49,1.93,0
30.0,,Male,High School,Single,5.0,12.0,64,3.47,0
48.0,74897.96898787386,Male,Bachelor,Single,4.0,13.0,87,1.3,0
64.0,34717.11729944676,,Bachelor,Single,3.0,8.0,136,3.04,0
53.0,,Female,Master,Single,,6.0,69,2.55,0
62.0,77248.66819110714,Male,,Divorced,4.0,4.0,186,3.13,0
41.0,66810.16185484047,Female,,Divorced,4.0,8.0,221,2.28,0
,51228.28578630647,Male,,Single,2.0,,171,3.28,1
32.0,67100.63196341674,Female,Bachelor,Single,0.0,10.0,62,1.33,0
46.0,40919.21728911284,Male,Master,Single,4.0,11.0,121,2.5,0
25.0,62205.18234977819,Male,,,,,52,1.95,0
22.0,62571.07846780131,,Master,Single,5.0,8.0,33,2.75,0
46.0,52524.36789617942,Male,PhD,Single,4.0,6.0,20,2.59,0
64.0,,Female,Bachelor,Single,3.0,12.0,208,3.52,0
21.0,61404.971564295876,Male,PhD,Divorced,,16.0,229,3.52,0
29.0,,Male,Bachelor,Married,4.0,,187,2.65,0
62.0,50683.55842160782,Male,,Married,1.0,,188,1.73,0
19.0,39323.710596385,Female,PhD,Divorced,4.0,10.0,191,,0
44.0,60249.54098670935,Male,Master,,3.0,13.0,112,4.87,0
48.0,50733.55270326788,,Bachelor,Single,3.0,16.0,184,1.74,0
68.0,,Male,PhD,Single,6.0,5.0,37,1.28,0
,60870.59621516222,,High School,Divorced,3.0,12.0,188,,0
53.0,92166.10944110772,Male,Master,Divorced,4.0,9.0,106,2.65,0
53.0,52663.44668185844,Female,Bachelor,Married,,7.0,105,2.22,0
43.0,,,PhD,Married,4.0,,216,4.34,0
60.0,102286.63429460191,Female,,Single,,15.0,51,2.97,0
44.0,40931.6219524465,Male,PhD,Divorced,,11.0,29,1.98,0
22.0,60180.88416397929,Female,,Married,4.0,7.0,227,4.8,0
37.0,102074.63835632619,Male,Master,,4.0,,137,,0
,57578.40077181912,Male,Master,Single,4.0,10.0,86,1.49,0
27.0,60736.242915308,,PhD,,7.0,4.0,212,1.98,0
57.0,,Male,PhD,,,7.0,40,1.31,0
55.0,49366.76199360665,Female,Master,Single,2.0,,196,4.01,0
23.0,71111.77369337874,Female,High School,Married,7.0,15.0,171,2.25,0
25.0,542928.2642951249,Female,High School,Divorced,40.0,9.0,100,3.92,0
40.0,56079.86333056619,,High School,Divorced,2.0,11.0,204,4.05,0
64.0,26747.4735549729,Female,Bachelor,Single,6.0,15.0,23,1.95,0
43.0,,Female,High School,,6.0,11.0,103,3.07,1
63.0,59284.20628123407,,PhD,,,9.0,8,3.08,0
60.0,,Female,High School,Single,4.0,,74,4.49,0
29.0,72747.0736575079,Male,PhD,Divorced,1.0,8.0,64,1.1,0
43.0,69205.11727020252,Female,Bachelor,Single,,11.0,151,,0
30.0,86182.88773835193,Female,PhD,Divorced,7.0,,93,4.53,0
57.0,45595.41824962097,Female,PhD,Single,4.0,8.0,120,,0
,60381.89439915131,Male,PhD,Single,3.0,5.0,109,,0
42.0,,Female,High School,Divorced,3.0,10.0,96,3.3,0
50.0,54570.885290958526,Female,Master,Married,5.0,7.0,184,2.22,0
64.0,39874.6129134903,Female,PhD,Married,2.0,8.0,142,2.87,0
57.0,53120.478571324085,Female,High School,Single,0.0,6.0,80,4.28,0
60.0,59445.68867509202,Male,,Single,,14.0,103,3.08,0
29.0,52570.57000276899,Male,High School,,5.0,9.0,17,3.06,0
61.0,56778.76993972396,,Master,Divorced,4.0,9.0,20,2.11,0
53.0,68100.81086874372,Female,Master,Single,,9.0,115,4.17,0
65.0,84773.91538128798,Female,Master,Divorced,,11.0,12,3.96,0
21.0,86223.11736225196,Male,Master,Married,2.0,5.0,201,1.94,1
22.0,75228.43534793984,Female,Bachelor,Married,4.0,8.0,124,2.28,0
54.0,,Female,,Divorced,,5.0,122,4.15,0
,52791.80028860293,Male,,Divorced,4.0,11.0,72,2.43,0
59.0,54514.299385747974,Male,Master,Divorced,6.0,8.0,169,2.61,0
66.0,,Male,PhD,,5.0,13.0,229,,0
45.0,66847.02358059214,Female,PhD,Single,2.0,6.0,85,1.65,0
48.0,28113.430134370843,Male,Master,Divorced,3.0,8.0,234,2.36,0
26.0,93871.32939056584,Male,Bachelor,Divorced,6.0,,160,4.21,0
68.0,83904.41343043429,Female,PhD,Divorced,,10.0,165,2.96,0
46.0,69564.04523803515,Male,High School,Single,3.0,10.0,110,2.83,0
,58757.81340159631,,PhD,,,11.0,18,1.63,0
57.0,84576.78590145106,Female,High School,Divorced,,,29,,0
58.0,73788.09873560534,Male,PhD,Married,4.0,6.0,135,1.17,0
39.0,82132.75568436185,Female,Master,Divorced,,10.0,40,1.06,0
,58818.958354803195,Male,PhD,Married,1.0,5.0,101,2.95,0
40.0,95786.26171728334,Male,Master,Single,7.0,12.0,120,2.64,0
18.0,83337.75751379713,Male,Master,Divorced,4.0,12.0,134,2.1,0
63.0,70190.72590871862,Female,PhD,Divorced,1.0,13.0,148,4.96,0
54.0,,Male,High School,Married,6.0,10.0,55,,0
,51616.76116332055,Female,High School,Single,5.0,,184,4.16,0
43.0,36649.99281305946,Female,,Single,,13.0,73,1.84,0
63.0,66431.01026094951,,Master,Married,8.0,10.0,181,,0
,,,High School,Single,,8.0,201,,0
,56045.65315444742,Female,Bachelor,Single,,16.0,200,,0
18.0,84326.24078698806,Female,Master,Single,3.0,8.0,209,,0
68.0,63342.784264212605,Male,PhD,Single,3.0,,88,,0
57.0,65271.38147070969,Male,Master,Single,5.0,,232,1.89,0
32.0,53458.94882491808,Female,Bachelor,Single,3.0,11.0,125,3.11,0
38.0,77622.46278559051,Female,Bachelor,Single,4.0,12.0,215,3.74,1
64.0,370187.57813079195,Male,High School,Single,40.0,19.0,161,,0
,77473.19353788588,Female,Bachelor,Divorced,4.0,9.0,22,1.96,0
26.0,50054.72066727643,Female,Master,Married,4.0,6.0,50,4.29,0
27.0,86081.76920093989,Female,High School,Single,0.0,10.0,239,1.65,1
69.0,96775.36847532747,Female,Bachelor,Married,7.0,11.0,214,3.71,0
43.0,76840.76794649412,Male,High School,Single,2.0,13.0,27,4.73,1
58.0,43814.23425511418,Female,High School,Single,4.0,9.0,48,1.93,0
52.0,43955.95431527597,,PhD,Divorced,1.0,8.0,66,1.35,0
69.0,52492.460888138245,Female,High School,,4.0,10.0,223,4.92,0
42.0,48712.45571962958,Male,,Married,5.0,8.0,141,2.08,0
43.0,58578.147486254704,Female,Bachelor,Divorced,2.0,6.0,130,2.1,0
,,Male,Master,Divorced,4.0,8.0,46,2.94,0
55.0,65799.04881499698,Female,Master,Married,4.0,9.0,71,1.92,0
19.0,64045.78112772578,Male,Bachelor,,,7.0,128,4.97,0
24.0,55175.94500399708,Female,Master,Single,4.0,10.0,11,1.17,0
,58523.08145670901,Female,High School,Married,2.0,7.0,239,2.81,0
44.0,75931.51015058003,Male,,Single,5.0,15.0,26,3.19,0
51.0,19760.839450003703,Male,High School,Divorced,4.0,,191,2.87,0
44.0,59772.19183042537,Male,High School,Divorced,4.0,5.0,49,3.08,0
34.0,65759.7518985465,Male,PhD,Divorced,1.0,6.0,63,4.95,1
60.0,,Male,Bachelor,Married,4.0,,21,4.51,0
61.0,39799.08121432351,Female,High School,Married,3.0,10.0,177,,0
,38741.80635093762,Male,High School,Married,3.0,7.0,79,3.21,0
41.0,71679.09989756267,,Bachelor,Single,5.0,,80,1.0,0
42.0,21910.95519486168,Female,High School,Married,,8.0,9,2.64,0
24.0,86643.7822152157,Male,,Married,5.0,7.0,149,1.66,0
69.0,64531.83982985621,Male,Master,Divorced,4.0,10.0,181,3.85,0
23.0,91174.42425686873,Male,Bachelor,Single,7.0,11.0,116,1.88,0
41.0,38258.55246860974,Female,High School,,8.0,9.0,120,4.0,0
50.0,,Male,,Divorced,5.0,9.0,55,2.25,0
66.0,11842.633461462283,Female,PhD,Single,2.0,6.0,41,4.7,0
,44086.20474009448,,PhD,Married,6.0,8.0,6,2.78,0
60.0,56323.062385562414,Male,PhD,Single,,9.0,1,4.36,0
39.0,20745.848399831266,Female,High School,Divorced,1.0,12.0,95,3.51,0
43.0,52107.46375603201,Male,High School,Single,,12.0,192,4.91,0
45.0,20253.196462795117,Male,,Divorced,1.0,15.0,133,3.97,0
67.0,54850.796301771494,Male,Master,Married,1.0,8.0,229,3.91,1
38.0,82942.23854216473,Male,,Married,4.0,14.0,26,2.06,0
66.0,59300.404997717545,Male,Master,Divorced,,7.0,1,3.02,0
24.0,93164.14745223607,Female,Master,Married,,6.0,1,2.16,0
34.0,75725.8512678922,Female,Bachelor,Married,4.0,,93,1.08,0
37.0,86962.95697213942,Female,PhD,Single,1.0,13.0,214,3.84,0
58.0,44701.09518243433,Female,High School,Married,,,38,1.94,0
,44217.16743214795,Male,PhD,Divorced,2.0,,41,2.59,0
37.0,,,Master,Married,3.0,7.0,211,2.14,0
39.0,,Female,High School,Single,8.0,,156,1.8,0
45.0,69422.87499524181,,,Divorced,3.0,9.0,133,1.27,0
57.0,53521.603669061406,Female,PhD,Married,9.0,,149,2.35,0
,86599.93675093315,,,,1.0,13.0,63,,0
24.0,73590.24508158822,Female,High School,Married,3.0,7.0,86,3.16,0
18.0,81934.12860680254,Female,Master,Divorced,2.0,4.0,84,1.08,1
,44915.878372099054,Male,Master,Single,6.0,9.0,140,4.76,0
30.0,80964.20537523457,Male,PhD,Divorced,,8.0,134,4.87,0
47.0,88894.24988728565,Female,Bachelor,Divorced,3.0,9.0,157,2.22,0
40.0,59225.72353239318,Female,High School,,4.0,5.0,109,2.04,0
68.0,45212.98761267024,Female,Master,Divorced,,13.0,104,,1
36.0,45564.25597531181,Female,PhD,Divorced,1.0,13.0,189,4.62,0
49.0,84780.2598403193,Female,Master,Married,,10.0,35,3.35,0
47.0,113686.91484846623,Male,PhD,Divorced,,,75,3.44,0
46.0,40367.09859649556,Female,Master,Married,3.0,14.0,125,4.58,0
66.0,,Female,,,5.0,7.0,52,4.64,0
62.0,78428.28361348958,Male,High School,Married,3.0,8.0,33,4.31,0
46.0,44921.72941266711,Male,Master,Married,5.0,7.0,153,4.09,0
47.0,80367.10768456539,Male,,Married,,,14,4.51,0
33.0,69306.92347053291,Male,PhD,Single,5.0,11.0,221,,0
57.0,59520.45395004072,Male,Bachelor,Divorced,5.0,11.0,53,2.47,0
36.0,68825.43069043376,Male,High School,,,11.0,61,4.89,0
35.0,,Male,Master,Divorced,4.0,,13,3.84,0
18.0,56407.87004427649,Male,High School,Single,,,15,2.48,0
31.0,24872.779367230112,Male,High School,Married,2.0,9.0,55,2.77,0
68.0,63573.014571780695,Female,PhD,Divorced,2.0,13.0,181,3.75,0
64.0,,Male,Bachelor,,,11.0,200,2.44,0
67.0,,Female,Bachelor,Single,,,47,4.31,0
19.0,40684.29959722111,Female,High School,Divorced,6.0,9.0,173,1.59,0
45.0,,Female,High School,Married,5.0,14.0,97,4.63,0
66.0,60771.83725464561,Female,PhD,Single,,6.0,75,2.2,0
67.0,,Female,High School,Divorced,,,192,1.61,0
47.0,46013.63584344676,Female,PhD,,4.0,5.0,15,4.43,0
55.0,83249.16573184612,Female,Bachelor,Single,1.0,8.0,21,1.96,0
68.0,60938.01131380422,Female,Bachelor,,6.0,18.0,36,4.37,0
21.0,73939.71044686114,Male,PhD,Divorced,7.0,14.0,198,2.19,0
18.0,66405.54821942192,,High School,Divorced,,10.0,153,4.74,0
25.0,63509.899359219846,Female,Bachelor,Married,,,44,1.88,0
46.0,72536.6731405626,Female,Master,Divorced,,12.0,129,1.28,1
56.0,63729.75907933901,Female,PhD,Divorced,2.0,,42,4.75,0
20.0,36196.01943808976,Male,Bachelor,Married,3.0,12.0,187,1.66,0
49.0,81747.13651431928,Female,Bachelor,Divorced,4.0,7.0,33,,0
27.0,76362.54572496367,Male,Bachelor,Married,,6.0,103,4.3,1
27.0,17862.992172843806,Male,Master,Married,1.0,12.0,160,1.33,0
36.0,46915.994302486455,Female,Master,Married,4.0,9.0,194,2.78,0
,80847.20924985614,Female,Master,,3.0,10.0,153,1.29,0
51.0,23461.429070443322,,High School,Married,1.0,6.0,40,2.32,0
50.0,,Female,PhD,Divorced,2.0,9.0,186,2.41,0
40.0,57175.54928691499,Female,High School,Married,2.0,13.0,97,3.4,0
45.0,86805.65140667983,Male,Master,,,14.0,115,4.9,1
49.0,59977.06421849073,Male,PhD,Married,,4.0,102,1.68,0
67.0,45558.640140087446,Female,High School,Single,,9.0,203,2.32,0
24.0,66161.71321518281,Female,,Single,8.0,17.0,64,3.35,0
,59392.290209800274,Female,,Single,8.0,10.0,147,1.69,1
25.0,43782.977317186385,Male,Master,Married,5.0,10.0,217,,0
18.0,104366.86966022773,Female,Bachelor,Divorced,3.0,11.0,28,2.61,0
20.0,40578.03636831371,Male,PhD,,3.0,12.0,202,4.8,0
41.0,15140.892498804118,Male,Master,Married,1.0,15.0,223,3.52,0
40.0,91633.97936242985,Female,PhD,Married,4.0,11.0,80,,1
